Gender,Nationality,Class Level,Age,School Type,Main Administration,Candidacy type,Degree
female,Saudi,3,18,Governmental,Hail,Self-Candidacy,680
female,Saudi,3,18,Governmental,Riyadh,Talented-Candidacy,660
female,Saudi,3,18,Governmental,Jazan,Self-Candidacy,660
female,Saudi,3,18,Governmental,Bahah,Self-Candidacy,640
female,Saudi,3,18,Private,Eastern,Self-Candidacy,733
female,Saudi,3,18,Governmental,Eastern,Self-Candidacy,660
female,Saudi,3,18,Private,Riyadh,Self-Candidacy,720
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,547
male,Saudi,3,18,Private,Riyadh,Talented-Candidacy,633
male,Saudi,3,18,Governmental,Mecca,Self-Candidacy,673
female,Saudi,3,18,Governmental,Jazan,Self-Candidacy,613
female,Saudi,3,18,Governmental,Qaseem,Talented-Candidacy,700
male,Saudi,3,18,Governmental,Najran,Talented-Candidacy,613
male,Saudi,3,18,Governmental,Najran,Talented-Candidacy,627
female,Saudi,3,18,Governmental,Jawf,Talented-Candidacy,587
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,613
female,Saudi,3,18,Governmental,Eastern,Self-Candidacy,647
female,Saudi,3,18,Governmental,Eastern,Self-Candidacy,500
male,Saudi,3,18,Governmental,Mecca,Self-Candidacy,627
male,Saudi,3,18,Governmental,Madinah,Self-Candidacy,740
male,Saudi,3,18,Governmental,Aseer,Self-Candidacy,620
male,Saudi,3,18,Private,Eastern,Self-Candidacy,653
female,Saudi,3,18,Governmental,Riyadh,Self-Candidacy,427
male,Saudi,3,18,Private,Madinah,Self-Candidacy,667
male,Saudi,3,18,Governmental,Aseer,Self-Candidacy,547
male,Saudi,3,18,Private,Eastern,Self-Candidacy,633
male,Saudi,3,18,Private,Mecca,Self-Candidacy,613
male,Saudi,3,18,Governmental,Jazan,Self-Candidacy,633
female,Saudi,3,18,Governmental,Qaseem,Self-Candidacy,707
female,Saudi,3,18,Governmental,Qaseem,Self-Candidacy,647
female,Saudi,3,18,Governmental,Aseer,Talented-Candidacy,600
female,Saudi,3,18,Private,Riyadh,Self-Candidacy,613
male,Saudi,3,18,Governmental,Aseer,Self-Candidacy,673
male,Saudi,3,18,Governmental,Jazan,Self-Candidacy,600
male,Saudi,3,18,Governmental,Mecca,Self-Candidacy,673
female,Saudi,3,18,Governmental,Eastern,Self-Candidacy,540
male,Saudi,3,18,Governmental,Mecca,Self-Candidacy,633
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,733
male,Saudi,3,18,Governmental,Mecca,Self-Candidacy,687
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,647
female,Saudi,3,18,Governmental,Riyadh,Self-Candidacy,687
female,Saudi,3,18,Private,Qaseem,Self-Candidacy,633
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,653
female,Saudi,3,18,Governmental,Mecca,Talented-Candidacy,707
male,Saudi,3,18,Foreign,Eastern,Self-Candidacy,740
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,633
male,Saudi,3,18,Governmental,Riyadh,Self-Candidacy,560
male,Saudi,3,18,Private,Riyadh,Talented-Candidacy,687
female,Saudi,3,18,Private,Aseer,Self-Candidacy,740
male,Saudi,3,18,Governmental,Aseer,Self-Candidacy,680
male,Saudi,3,18,Governmental,Unknown,Self-Candidacy,673
female,Saudi,3,18,Governmental,Jazan,Self-Candidacy,627
female,Saudi,3,18,Private,Aseer,Self-Candidacy,733
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,540
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,633
female,Saudi,3,18,Private,Qaseem,Self-Candidacy,627
female,Saudi,3,18,Governmental,Riyadh,Talented-Candidacy,640
female,Saudi,3,18,Governmental,Riyadh,Self-Candidacy,667
female,Saudi,3,18,Governmental,Madinah,Self-Candidacy,607
female,Saudi,3,18,Governmental,Riyadh,Self-Candidacy,573
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,560
male,Saudi,3,18,Governmental,Madinah,Self-Candidacy,733
male,Saudi,3,18,Private,Mecca,Self-Candidacy,627
male,Saudi,3,18,Governmental,Aseer,Self-Candidacy,633
male,Saudi,3,18,Governmental,Aseer,Self-Candidacy,640
male,Saudi,3,18,Private,Eastern,Self-Candidacy,700
female,Saudi,3,18,Governmental,Bahah,Talented-Candidacy,660
female,Saudi,3,18,Governmental,Eastern,Self-Candidacy,660
female,Saudi,3,18,Governmental,Jazan,Self-Candidacy,560
male,Saudi,3,18,Governmental,Jazan,Self-Candidacy,727
male,Saudi,3,18,Governmental,Hudud-Shimaliyyah,Self-Candidacy,700
male,Saudi,3,18,Governmental,Mecca,Talented-Candidacy,640
female,Saudi,3,18,Private,Eastern,Self-Candidacy,613
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,653
male,Saudi,3,18,Governmental,Mecca,Self-Candidacy,627
male,Saudi,3,18,Governmental,Eastern,Self-Candidacy,627
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,600
male,Saudi,3,18,Governmental,Mecca,Self-Candidacy,360
male,Saudi,3,18,Governmental,Bahah,Self-Candidacy,593
male,Saudi,3,18,Governmental,Madinah,Talented-Candidacy,607
female,Saudi,3,18,Private,Eastern,Self-Candidacy,653
male,Saudi,3,18,Governmental,Madinah,Self-Candidacy,760
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,613
female,Saudi,3,18,Governmental,Mecca,Talented-Candidacy,667
female,Saudi,3,18,Governmental,Mecca,Talented-Candidacy,700
female,Saudi,3,18,Governmental,Jazan,Self-Candidacy,627
male,Saudi,3,18,Private,Aseer,Self-Candidacy,700
male,Saudi,3,18,Governmental,Qaseem,Talented-Candidacy,713
male,Saudi,3,18,Private,Mecca,Self-Candidacy,660
male,Saudi,3,18,Governmental,Eastern,Self-Candidacy,640
male,Saudi,3,18,Private,Eastern,Self-Candidacy,627
male,Saudi,3,18,Governmental,Jazan,Talented-Candidacy,700
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,640
female,Saudi,3,18,Private,Eastern,Self-Candidacy,760
female,Saudi,3,18,Governmental,Riyadh,Self-Candidacy,607
male,Saudi,3,18,Governmental,Aseer,Talented-Candidacy,647
male,Saudi,3,18,Foreign,Mecca,Self-Candidacy,653
male,Saudi,3,18,Private,Tabuk,Self-Candidacy,733
female,Saudi,3,18,Private,Mecca,Talented-Candidacy,613
male,Saudi,3,18,Private,Mecca,Self-Candidacy,673
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,507
female,Saudi,3,18,Governmental,Jazan,Self-Candidacy,607
male,Saudi,3,18,Governmental,Aseer,Self-Candidacy,640
male,Saudi,3,18,Governmental,Unknown,Self-Candidacy,607
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,600
male,Saudi,3,18,Private,Aseer,Self-Candidacy,640
male,Saudi,3,18,Governmental,Aseer,Self-Candidacy,540
female,Saudi,3,18,Foreign,Riyadh,Self-Candidacy,660
female,Saudi,3,18,Governmental,Eastern,Self-Candidacy,607
female,Saudi,3,18,Governmental,Eastern,Self-Candidacy,653
female,Saudi,3,19,Governmental,Qaseem,Self-Candidacy,413
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,660
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,620
female,Saudi,3,18,Governmental,Riyadh,Self-Candidacy,733
female,Saudi,3,18,Governmental,Aseer,Talented-Candidacy,607
male,Saudi,3,18,Governmental,Madinah,Talented-Candidacy,593
female,Saudi,3,18,Governmental,Eastern,Self-Candidacy,693
male,Saudi,3,18,Governmental,Eastern,Talented-Candidacy,653
male,Saudi,3,18,Private,Eastern,Talented-Candidacy,620
male,Saudi,3,18,Private,Mecca,Self-Candidacy,687
female,Saudi,3,18,Governmental,Aseer,Talented-Candidacy,627
female,Saudi,3,18,Governmental,Eastern,Self-Candidacy,647
female,Saudi,3,18,Governmental,Jazan,Self-Candidacy,560
female,Saudi,3,18,Private,Eastern,Self-Candidacy,700
male,Saudi,3,18,Governmental,Mecca,Talented-Candidacy,680
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,713
male,Saudi,3,18,Private,Eastern,Self-Candidacy,640
male,Saudi,3,18,Governmental,Riyadh,Self-Candidacy,620
female,Saudi,3,18,Governmental,Qaseem,Self-Candidacy,640
female,Saudi,3,18,Governmental,Aseer,Talented-Candidacy,593
male,Saudi,3,18,Foreign,Mecca,Self-Candidacy,700
female,Saudi,3,18,Governmental,Eastern,Self-Candidacy,653
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,627
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,627
male,Saudi,3,18,Governmental,Jazan,Talented-Candidacy,733
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,640
female,Saudi,3,18,Governmental,Jazan,Self-Candidacy,587
female,Saudi,3,19,Governmental,Aseer,Self-Candidacy,680
female,Saudi,3,18,Governmental,Riyadh,Self-Candidacy,660
female,Saudi,3,18,Governmental,Riyadh,Self-Candidacy,680
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,627
male,Saudi,3,18,Private,Eastern,Self-Candidacy,740
female,Saudi,3,18,Governmental,Mecca,Talented-Candidacy,760
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,660
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,727
male,Saudi,3,18,Governmental,Eastern,Talented-Candidacy,613
male,Saudi,3,18,Governmental,Mecca,Self-Candidacy,700
male,Saudi,3,18,Governmental,Riyadh,Talented-Candidacy,647
female,Saudi,3,18,Governmental,Bahah,Self-Candidacy,647
female,Saudi,3,18,Governmental,Riyadh,Self-Candidacy,580
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,660
female,Saudi,3,18,Governmental,Eastern,Talented-Candidacy,620
female,Saudi,3,18,Governmental,Madinah,Talented-Candidacy,707
male,Saudi,3,18,Governmental,Eastern,Self-Candidacy,640
male,Saudi,3,17,Governmental,Jazan,Self-Candidacy,627
male,Saudi,3,18,Governmental,Madinah,Talented-Candidacy,607
male,Saudi,3,18,Governmental,Mecca,Talented-Candidacy,627
female,Saudi,3,18,Foreign,Eastern,Self-Candidacy,667
female,Saudi,3,18,Private,Mecca,Self-Candidacy,560
female,Saudi,3,18,Governmental,Riyadh,Talented-Candidacy,693
female,Saudi,3,18,Governmental,Riyadh,Self-Candidacy,660
female,Saudi,3,17,Governmental,Jazan,Self-Candidacy,640
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,587
male,Saudi,3,18,Governmental,Eastern,Self-Candidacy,720
male,Saudi,3,18,Governmental,Aseer,Self-Candidacy,787
male,Saudi,3,18,Governmental,Aseer,Self-Candidacy,647
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,633
female,Saudi,3,18,Governmental,Eastern,Self-Candidacy,620
male,Saudi,3,18,Private,Riyadh,Self-Candidacy,667
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,627
female,Saudi,3,17,Private,Riyadh,Talented-Candidacy,600
female,Saudi,3,18,Private,Riyadh,Self-Candidacy,787
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,607
male,Saudi,3,18,Private,Riyadh,Self-Candidacy,633
female,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,573
male,Saudi,3,18,Governmental,Jazan,Self-Candidacy,640
female,Saudi,3,18,Private,Eastern,Self-Candidacy,733
male,Saudi,3,18,Private,Eastern,Self-Candidacy,633
female,Saudi,3,18,Governmental,Tabuk,Self-Candidacy,520
female,Saudi,3,18,Governmental,Eastern,Talented-Candidacy,640
female,Saudi,3,18,Governmental,Eastern,Talented-Candidacy,620
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,667
female,Saudi,3,18,Governmental,Qaseem,Self-Candidacy,660
female,Saudi,3,18,Governmental,Jazan,Self-Candidacy,613
male,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,373
male,Saudi,3,17,Private,Riyadh,Talented-Candidacy,687
female,Saudi,3,18,Governmental,Mecca,Talented-Candidacy,620
male,Saudi,3,18,Governmental,Unknown,Self-Candidacy,640
female,Saudi,3,18,Governmental,Jazan,Self-Candidacy,687
female,Saudi,3,18,Governmental,Jawf,Talented-Candidacy,573
male,Saudi,3,18,Governmental,Eastern,Self-Candidacy,600
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,667
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,547
male,Saudi,3,18,Governmental,Mecca,Self-Candidacy,607
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,720
female,Saudi,3,17,Governmental,Bahah,Talented-Candidacy,660
female,Saudi,3,18,Private,Riyadh,Self-Candidacy,767
male,Saudi,3,17,Private,Eastern,Self-Candidacy,753
male,Saudi,3,18,Governmental,Mecca,Self-Candidacy,647
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,627
male,Saudi,3,18,Governmental,Tabuk,Self-Candidacy,607
male,Saudi,3,17,Governmental,Tabuk,Talented-Candidacy,693
male,Saudi,3,18,Private,Mecca,Self-Candidacy,707
female,Saudi,3,18,Private,Riyadh,Self-Candidacy,733
male,Saudi,3,18,Governmental,Aseer,Self-Candidacy,700
male,Saudi,3,18,Governmental,Aseer,Self-Candidacy,647
female,Saudi,3,18,Governmental,Mecca,Talented-Candidacy,660
male,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,600
female,Saudi,3,18,Governmental,Eastern,Self-Candidacy,740
male,Saudi,3,18,Governmental,Unknown,Self-Candidacy,607
male,Saudi,3,18,Private,Mecca,Self-Candidacy,727
female,Saudi,3,18,Governmental,Riyadh,Self-Candidacy,640
female,Saudi,3,18,Governmental,Qaseem,Talented-Candidacy,660
female,Saudi,3,17,Private,Mecca,Self-Candidacy,700
female,Saudi,3,18,Governmental,Mecca,Talented-Candidacy,673
female,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,660
male,Saudi,3,17,Foreign,Mecca,Self-Candidacy,713
female,Saudi,3,18,Private,Tabuk,Self-Candidacy,453
male,Saudi,3,18,Governmental,Aseer,Self-Candidacy,607
male,Saudi,3,18,Governmental,Eastern,Self-Candidacy,700
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,693
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,647
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,687
male,Saudi,3,18,Private,Mecca,Self-Candidacy,673
male,Saudi,3,17,Governmental,Aseer,Self-Candidacy,720
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,640
male,Saudi,3,18,Governmental,Bahah,Self-Candidacy,673
female,Saudi,3,18,Governmental,Jazan,Self-Candidacy,487
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,620
male,Saudi,3,17,Private,Mecca,Self-Candidacy,660
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,607
male,Saudi,3,17,Private,Eastern,Self-Candidacy,720
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,667
female,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,667
female,Saudi,3,18,Private,Mecca,Self-Candidacy,693
female,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,707
male,Saudi,3,17,Governmental,Jazan,Self-Candidacy,580
female,Saudi,3,17,Private,Mecca,Self-Candidacy,653
female,Saudi,3,17,Private,Mecca,Self-Candidacy,640
male,Saudi,3,17,Governmental,Hail,Talented-Candidacy,627
male,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,727
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,640
male,Saudi,3,18,Governmental,Qaseem,Talented-Candidacy,740
male,Saudi,3,18,Private,Eastern,Self-Candidacy,740
male,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,640
male,Saudi,3,18,Governmental,Eastern,Self-Candidacy,627
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,627
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,640
female,Saudi,3,17,Private,Riyadh,Self-Candidacy,633
female,Saudi,3,17,Private,Mecca,Talented-Candidacy,733
female,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,667
female,Saudi,3,18,Governmental,Qaseem,Self-Candidacy,633
female,Saudi,3,17,Private,Eastern,Self-Candidacy,593
female,Saudi,3,18,Governmental,Riyadh,Self-Candidacy,620
female,Saudi,3,18,Governmental,Riyadh,Self-Candidacy,633
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,760
male,Saudi,3,17,Private,Eastern,Talented-Candidacy,507
male,Saudi,3,17,Governmental,Jazan,Self-Candidacy,660
female,Saudi,3,18,Private,Riyadh,Self-Candidacy,607
female,Saudi,3,18,Governmental,Qaseem,Self-Candidacy,693
male,Saudi,3,17,Private,Eastern,Self-Candidacy,807
female,Saudi,3,18,Governmental,Eastern,Talented-Candidacy,660
female,Saudi,3,18,Private,Aseer,Self-Candidacy,660
female,Saudi,3,18,Governmental,Mecca,Self-Candidacy,567
male,Saudi,3,18,Governmental,Aseer,Self-Candidacy,647
female,Saudi,3,18,Governmental,Aseer,Self-Candidacy,580
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,660
female,Saudi,3,17,Governmental,Tabuk,Self-Candidacy,733
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,633
female,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,700
male,Saudi,3,17,Private,Eastern,Self-Candidacy,700
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,600
female,Saudi,3,17,Governmental,Hail,Talented-Candidacy,620
female,Saudi,3,17,Governmental,Hail,Talented-Candidacy,527
male,Saudi,3,17,Governmental,Unknown,Self-Candidacy,347
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,567
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,580
male,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,647
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,633
female,Saudi,3,17,Governmental,Tabuk,Talented-Candidacy,587
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,640
male,Saudi,3,17,Governmental,Aseer,Self-Candidacy,660
female,Saudi,3,17,Governmental,Aseer,Self-Candidacy,700
female,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,613
male,Saudi,3,17,Private,Aseer,Talented-Candidacy,667
female,Saudi,3,18,Governmental,Mecca,Talented-Candidacy,620
female,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,733
female,Saudi,3,17,Private,Riyadh,Self-Candidacy,707
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,687
male,Saudi,3,17,Private,Eastern,Self-Candidacy,713
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,673
male,Saudi,3,17,Private,Madinah,Self-Candidacy,673
female,Saudi,3,18,Governmental,Aseer,Talented-Candidacy,627
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,693
male,Saudi,3,18,Governmental,Eastern,Self-Candidacy,653
female,Saudi,3,18,Governmental,Madinah,Talented-Candidacy,613
female,Saudi,3,17,Private,Riyadh,Self-Candidacy,633
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,560
female,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,647
male,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,753
male,Saudi,3,17,Private,Eastern,Self-Candidacy,280
male,Saudi,3,17,Governmental,Bahah,Talented-Candidacy,613
female,Saudi,3,17,Governmental,Bahah,Talented-Candidacy,660
male,Saudi,3,17,Private,Eastern,Self-Candidacy,720
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,667
female,Saudi,3,17,Governmental,Jazan,Self-Candidacy,593
female,Saudi,3,17,Private,Riyadh,Self-Candidacy,607
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,640
male,Saudi,3,17,Private,Eastern,Self-Candidacy,627
female,Saudi,3,17,Private,Madinah,Self-Candidacy,653
male,Saudi,3,17,Governmental,Aseer,Talented-Candidacy,720
female,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,647
female,Saudi,3,17,Private,Mecca,Self-Candidacy,673
male,Saudi,3,17,Private,Madinah,Self-Candidacy,673
male,Saudi,3,18,Governmental,Mecca,Talented-Candidacy,620
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,613
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,693
male,Saudi,3,18,Governmental,Mecca,Self-Candidacy,713
female,Saudi,3,17,Foreign,Eastern,Self-Candidacy,580
female,Saudi,3,17,Private,Eastern,Self-Candidacy,753
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,713
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,680
male,Saudi,3,17,Governmental,Jazan,Self-Candidacy,660
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,687
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,627
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,647
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,607
male,Saudi,3,17,Governmental,Jazan,Self-Candidacy,620
female,Saudi,3,17,Governmental,Jazan,Self-Candidacy,640
female,Saudi,3,17,Private,Eastern,Self-Candidacy,667
male,Saudi,3,17,Private,Tabuk,Self-Candidacy,507
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,693
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,620
male,Saudi,3,17,Private,Eastern,Self-Candidacy,753
male,Saudi,3,17,Private,Riyadh,Self-Candidacy,693
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,647
female,Saudi,3,17,Private,Eastern,Self-Candidacy,567
male,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,647
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,673
female,Saudi,3,18,Governmental,Jazan,Self-Candidacy,720
male,Saudi,3,17,Governmental,Bahah,Self-Candidacy,613
female,Saudi,3,17,Governmental,Madinah,Talented-Candidacy,587
female,Saudi,3,17,Governmental,Qaseem,Talented-Candidacy,673
female,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,667
male,Saudi,3,17,Governmental,Jazan,Talented-Candidacy,687
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,627
male,Saudi,3,17,Private,Mecca,Self-Candidacy,640
male,Saudi,3,17,Governmental,Mecca,Talented-Candidacy,687
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,607
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,660
male,Saudi,3,17,Governmental,Riyadh,Talented-Candidacy,620
male,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,700
male,Saudi,3,17,Governmental,Eastern,Self-Candidacy,640
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,667
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,660
male,Saudi,3,17,Private,Eastern,Self-Candidacy,700
male,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,720
male,Saudi,3,17,Private,Mecca,Self-Candidacy,767
female,Saudi,3,17,Governmental,Qaseem,Self-Candidacy,720
female,Saudi,3,17,Private,Mecca,Self-Candidacy,500
male,Saudi,3,17,Governmental,Mecca,Self-Candidacy,627
female,Saudi,3,17,Governmental,Madinah,Talented-Candidacy,620
female,Saudi,3,17,Private,Eastern,Self-Candidacy,707
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,673
female,Saudi,3,17,Private,Eastern,Self-Candidacy,660
female,Saudi,3,17,Governmental,Eastern,Self-Candidacy,700
female,Saudi,3,17,Governmental,Hail,Talented-Candidacy,640
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,693
male,Saudi,3,17,Private,Mecca,Self-Candidacy,707
female,Saudi,3,17,Governmental,Mecca,Self-Candidacy,660
female,Saudi,3,17,Governmental,Riyadh,Self-Candidacy,727
female,Saudi,3,17,Private,Eastern,Self-Candidacy,667
male,Saudi,3,17,Governmental,Eastern,Talented-Candidacy,573
